site_path_timestamp,floor,x,y
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000000009,0,88.9579,105.15801
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000009017,0,83.17827,104.20155
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000015326,0,83.8006,106.384865
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000018763,0,87.34042,108.96321
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000022328,0,88.30138,108.01312
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000029946,0,78.13943,110.43942
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000040283,0,86.395966,104.551125
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000051343,0,78.34713,107.47714
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000064014,0,86.05746,100.08771
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000000012,0,84.6881,16.588764
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000005748,0,87.539536,17.367102
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000014654,0,83.488594,17.739271
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000019316,0,81.08196,13.815331
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000027660,0,84.10283,17.038149
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000034445,0,87.89539,18.449165
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000045583,0,85.93723,14.276551
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000058977,0,84.84012,17.234053
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000000011,-1,160.59074,137.39168
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000011818,-1,159.32336,147.1554
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000019825,-1,157.83887,151.55719
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000027199,-1,159.53456,158.55019
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000033660,-1,158.00247,168.71764
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000043214,-1,166.02007,166.00858
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000053320,-1,159.07953,156.3206
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000059671,-1,159.03287,154.08388
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000064822,-1,158.66829,148.80774
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000072018,-1,163.1915,141.0841
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000084546,-1,158.64818,146.51942
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000094486,-1,157.9043,150.08987
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000103491,-1,159.95363,153.75137
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000112216,-1,161.59583,167.00713
5a0546857ecc773753327266_146035943a1482883ed98570_0000000000011,-1,110.87754,142.08649
5a0546857ecc773753327266_146035943a1482883ed98570_0000000004535,-1,111.31461,141.90157
5a0546857ecc773753327266_146035943a1482883ed98570_0000000011498,-1,112.276215,139.69084
5a0546857ecc773753327266_146035943a1482883ed98570_0000000019249,-1,117.22585,128.24356
5a0546857ecc773753327266_146035943a1482883ed98570_0000000026531,-1,117.80365,126.60182
5a0546857ecc773753327266_146035943a1482883ed98570_0000000035158,-1,114.85138,133.29932
5a0546857ecc773753327266_146035943a1482883ed98570_0000000040966,-1,114.69486,136.04921
5a0546857ecc773753327266_146035943a1482883ed98570_0000000049330,-1,111.875694,137.63197
5a0546857ecc773753327266_146035943a1482883ed98570_0000000055485,-1,113.34278,137.70941
5a0546857ecc773753327266_146035943a1482883ed98570_0000000063866,-1,111.66483,143.03299
5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000000009,0,88.99214,56.02291
5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000012833,0,86.050064,53.07296
5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000021759,0,91.60413,59.56736
