x,y,distance,floor,site
130.10181527473898,78.77072576160542,1.027237839944741,B1,5a0546857ecc773753327266
128.41218131013198,68.29050044568366,11.54871274905559,B1,5a0546857ecc773753327266
129.7638884818176,58.824490482915635,20.808307905538545,B1,5a0546857ecc773753327266
140.23961906238097,59.16256226730022,18.5263941410434,B1,5a0546857ecc773753327266
148.01193529957317,59.50063405168478,16.692174256755898,B1,5a0546857ecc773753327266
151.05327643586577,66.26206973937623,9.604236744420536,B1,5a0546857ecc773753327266
150.71534964294437,75.05193613337512,1.0084500324476406,B1,5a0546857ecc773753327266
140.23961906238097,77.08036683968255,1.4290118850139957,B1,5a0546857ecc773753327266
101.37803787641998,78.77072576160542,18.49046044803084,B1,5a0546857ecc773753327266
99.35047711889158,68.96664401445281,23.850295730156844,B1,5a0546857ecc773753327266
87.52303936664259,68.29050044568366,34.73902934490852,B1,5a0546857ecc773753327266
75.69560161439358,67.61435687691451,46.10265308043259,B1,5a0546857ecc773753327266
69.27499254888698,65.58592617060708,52.83605438098125,B1,5a0546857ecc773753327266
70.2887729276512,60.176777620453926,53.77138561851162,B1,5a0546857ecc773753327266
77.38523557900058,56.7960597766082,48.94965704077748,B1,5a0546857ecc773753327266
87.86096615956397,57.472203345377345,39.83627000231806,B1,5a0546857ecc773753327266
99.01255032597018,57.810275129761926,31.395361689697275,B1,5a0546857ecc773753327266
110.83998807821918,58.48641869853107,24.603167675599586,B1,5a0546857ecc773753327266
119.28815790125418,58.824490482915635,22.62790059342366,B1,5a0546857ecc773753327266
122.66742583046818,64.57171081745338,16.381272772653354,B1,5a0546857ecc773753327266
118.27437752248997,72.00929007391397,9.542939901862285,B1,5a0546857ecc773753327266
119.28815790125418,80.46108468352828,1.0605050678883685,B1,5a0546857ecc773753327266
107.46072014900517,80.79915646791285,12.23004762458296,B1,5a0546857ecc773753327266
127.06047413844637,109.87332992498611,1.2999225611478968,B1,5a0546857ecc773753327266
116.58474355788297,100.06924817783349,2.2042002998088916,B1,5a0546857ecc773753327266
109.15035411361218,88.57480750875803,11.498695477567876,B1,5a0546857ecc773753327266
116.58474355788297,92.63166892137289,5.603794615418994,B1,5a0546857ecc773753327266
121.65364545170398,90.26516643068089,1.8006652418071254,B1,5a0546857ecc773753327266
130.43974206766038,90.60323821506546,3.871270730190455,B1,5a0546857ecc773753327266
133.14315641103158,97.70274568714149,9.755619152811683,B1,5a0546857ecc773753327266
131.45352244642459,85.53216144929686,1.6338997826916863,B1,5a0546857ecc773753327266
139.90169226945957,86.5463768024506,0.7592337437675141,B1,5a0546857ecc773753327266
143.28096019867357,93.64588427452662,1.2835072518055315,B1,5a0546857ecc773753327266
142.94303340575217,82.48951538983572,1.0203741398374433,B1,5a0546857ecc773753327266
153.75669077923698,82.48951538983572,1.1508501728170393,B1,5a0546857ecc773753327266
155.78425153676537,94.66009962768032,1.5660144477059528,B1,5a0546857ecc773753327266
157.47388550137237,103.7880378060638,1.7413297601800073,B1,5a0546857ecc773753327266
152.74291040047277,111.90176063129353,0.9871420613243794,B1,5a0546857ecc773753327266
140.5775458553024,113.93019133760097,1.70957175814434,B1,5a0546857ecc773753327266
137.19827792608837,103.44996602167923,6.144793257236238,B1,5a0546857ecc773753327266
134.83279037563858,101.42153531537178,8.138956763232754,B1,5a0546857ecc773753327266
136.86035113316697,113.5921195532164,3.115302750590364,B1,5a0546857ecc773753327266
68.26121217012279,164.30288721090227,13.64033882105266,B1,5a0546857ecc773753327266
83.12999105866439,161.93638472021027,12.731021729108898,B1,5a0546857ecc773753327266
91.57816088169939,154.49880546374968,11.127528946522345,B1,5a0546857ecc773753327266
98.67462353304877,143.68050836344335,10.300926624592517,B1,5a0546857ecc773753327266
97.66084315428458,130.49570877244503,14.535095385585532,B1,5a0546857ecc773753327266
96.6470627755204,124.41041665352272,18.07817459662218,B1,5a0546857ecc773753327266
94.28157522507057,120.01548345652327,20.934920321730367,B1,5a0546857ecc773753327266
96.6470627755204,134.8906419694445,14.237828308169098,B1,5a0546857ecc773753327266
87.52303936664259,130.15763698806046,24.164666820385843,B1,5a0546857ecc773753327266
77.38523557900058,127.79113449736846,34.56617605047196,B1,5a0546857ecc773753327266
77.04730878607918,115.62055025952385,35.33414237472767,B1,5a0546857ecc773753327266
87.52303936664259,109.19718635621695,24.102207870052364,B1,5a0546857ecc773753327266
94.61950201799198,112.57790420006269,17.526832317036835,B1,5a0546857ecc773753327266
109.48828090653359,109.87332992498611,2.6606874613280103,B1,5a0546857ecc773753327266
121.99157224462539,113.93019133760097,0.7732479141445219,B1,5a0546857ecc773753327266
126.04669375968219,115.9586220439084,1.0867223471186775,B1,5a0546857ecc773753327266
117.93645072956856,116.97283739706214,1.7328026126703837,B1,5a0546857ecc773753327266
113.88132921451177,124.41041665352272,2.239971752584617,B1,5a0546857ecc773753327266
115.90888997204019,130.15763698806046,2.9315719986303326,B1,5a0546857ecc773753327266
110.16413449237638,136.58100089136732,0.6321926611456344,B1,5a0546857ecc773753327266
113.54340242159039,146.38508263851995,2.3009769480652222,B1,5a0546857ecc773753327266
126.38462055260358,142.32822122590505,12.605037420601679,B1,5a0546857ecc773753327266
113.54340242159039,141.65207765713595,0.8193237937058149,B1,5a0546857ecc773753327266
121.65364545170398,130.49570877244503,4.224234618009217,B1,5a0546857ecc773753327266
124.69498658799657,122.04391416283072,2.1498871228617285,B1,5a0546857ecc773753327266
139.56376547653818,119.33933988775414,1.3477365684827651,B1,5a0546857ecc773753327266
149.7015692641802,123.73427308475358,6.0666889452221024,B1,5a0546857ecc773753327266
146.32230133496617,126.43884735983016,9.282281592505385,B1,5a0546857ecc773753327266
159.50144625890078,126.43884735983016,1.779510369047176,B1,5a0546857ecc773753327266
171.66681080407116,121.36777059406157,0.9584840176885687,B1,5a0546857ecc773753327266
167.27376249609296,111.90176063129353,2.3790671965299963,B1,5a0546857ecc773753327266
168.28754287485717,101.42153531537178,1.2225758275163026,B1,5a0546857ecc773753327266
164.90827494564317,87.56059215560431,1.2890413827397995,B1,5a0546857ecc773753327266
