x,y,distance,floor,site
213.1603299529231,204.53342955266643,20.550078109865442,B1,5a0546857ecc773753327266
208.42343373174705,199.79258847031986,15.86881794439391,B1,5a0546857ecc773753327266
52.10585843293676,195.05174738797328,8.401708949379069,B1,5a0546857ecc773753327266
90.00102820234532,195.05174738797328,15.302193650995056,B1,5a0546857ecc773753327266
127.89619797175388,195.05174738797328,4.767064493793979,B1,5a0546857ecc773753327266
132.63309419292995,195.05174738797328,2.1001440219610212,B1,5a0546857ecc773753327266
208.42343373174705,195.05174738797328,11.207995411474917,B1,5a0546857ecc773753327266
222.63412239527526,195.05174738797328,14.535151895206033,B1,5a0546857ecc773753327266
227.37101861645135,195.05174738797328,17.775232601428304,B1,5a0546857ecc773753327266
232.1079148376274,195.05174738797328,21.575994046009342,B1,5a0546857ecc773753327266
236.84481105880346,195.05174738797328,23.814884532823623,B1,5a0546857ecc773753327266
241.58170727997955,195.05174738797328,24.840831059464545,B1,5a0546857ecc773753327266
132.63309419292995,190.3109063056267,2.721343156017289,B1,5a0546857ecc773753327266
161.05447151998638,190.3109063056267,1.3758933084045804,B1,5a0546857ecc773753327266
208.42343373174705,190.3109063056267,6.661087574195184,B1,5a0546857ecc773753327266
213.1603299529231,190.3109063056267,6.610979117766486,B1,5a0546857ecc773753327266
217.8972261740992,190.3109063056267,7.962544945091257,B1,5a0546857ecc773753327266
222.63412239527526,190.3109063056267,11.100180349903395,B1,5a0546857ecc773753327266
227.37101861645135,190.3109063056267,15.096431936671314,B1,5a0546857ecc773753327266
232.1079148376274,190.3109063056267,18.44421099261905,B1,5a0546857ecc773753327266
236.84481105880346,190.3109063056267,19.118062232969276,B1,5a0546857ecc773753327266
241.58170727997955,190.3109063056267,20.38181704257064,B1,5a0546857ecc773753327266
37.895169769408554,185.57006522328012,3.606082068564687,B1,5a0546857ecc773753327266
42.63206599058462,185.57006522328012,2.7063000049622112,B1,5a0546857ecc773753327266
47.368962211760696,185.57006522328012,2.4885581262543672,B1,5a0546857ecc773753327266
52.10585843293676,185.57006522328012,3.0385171157717155,B1,5a0546857ecc773753327266
