site_path_timestamp,floor,x,y
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000000009,0,87.68678,102.91906
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000009017,0,78.79034,105.63061
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000015326,0,79.48672,106.41577
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000018763,0,87.52754,108.60567
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000022328,0,87.08868,108.9214
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000029946,0,80.546974,107.91482
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000040283,0,84.4495,109.83802
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000051343,0,83.56465,108.238014
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000064014,0,83.866066,101.64236
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000000012,0,82.24714,14.692366
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000005748,0,91.61637,16.6707
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000014654,0,82.10717,19.088903
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000019316,0,78.60811,13.110508
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000027660,0,81.69406,16.692087
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000034445,0,85.34239,23.072586
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000045583,0,87.88994,12.884382
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000058977,0,82.96233,18.181902
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000000011,-1,159.51181,134.80289
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000011818,-1,158.06361,143.08023
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000019825,-1,155.71828,152.69055
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000027199,-1,163.99696,162.43384
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000033660,-1,159.3193,168.61618
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000043214,-1,165.43456,165.71355
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000053320,-1,158.11441,155.0218
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000059671,-1,158.3826,152.66698
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000064822,-1,162.40195,144.22319
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000072018,-1,161.40408,137.84688
